INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,MS_READY_SMILES,QSAR_READY_SMILES
2623-33-8,CASRN,DTXSID2046256,Diacetamate,CC(=O)NC1=CC=C(OC(C)=O)C=C1,CC(=O)NC1=CC=C(OC(C)=O)C=C1,CC(=O)NC1=CC=C(OC(C)=O)C=C1
262376-75-0,CASRN,DTXSID9047338,HMR1426,OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1,OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1,OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1
2624-43-3,CASRN,DTXSID4022866,Cyclofenil,CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1,CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1,CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1
2624-44-4,CASRN,DTXSID4045559,Ethamsylate,CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O,"OC1=CC=C(O)C(=C1)S(O)(=O)=O,CCNCC",OC1=CC=C(O)C(=C1)S(O)(=O)=O
26259-45-0,CASRN,DTXSID8037594,Secbumeton,CCNC1=NC(OC)=NC(NC(C)CC)=N1,CCNC1=NC(OC)=NC(NC(C)CC)=N1,CCNC1=NC(OC)=NC(NC(C)CC)=N1
26264-06-2,CASRN,DTXSID1027891,Calcium dodecylbenzene sulfonate,N/A,N/A,N/A
26266-57-9,CASRN,DTXSID6029335,Sorbitan monohexadecanoate,N/A,N/A,N/A
2627-69-2,CASRN,DTXSID5046015,Acadesine,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)C1=C(N)N(C=N1)C1OC(CO)C(O)C1O,NC(=O)C1=C(N)N(C=N1)C1OC(CO)C(O)C1O
2627-95-4,CASRN,DTXSID7038810,Divinyltetramethyldisiloxane,C[Si](C)(O[Si](C)(C)C=C)C=C,N/A,C[Si](C)(O[Si](C)(C)C=C)C=C
2628-16-2,CASRN,DTXSID2044898,4-Ethenylphenyl acetate,CC(=O)OC1=CC=C(C=C)C=C1,CC(=O)OC1=CC=C(C=C)C=C1,CC(=O)OC1=CC=C(C=C)C=C1
26305-03-3,CASRN,DTXSID7046095,Pepstatin,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(O)=O,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C)C(O)CC(O)=O,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C)C(O)CC(O)=O
2631-37-0,CASRN,DTXSID4037617,Promecarb,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C
2631-40-5,CASRN,DTXSID6042072,Isoprocarb,CNC(=O)OC1=C(C=CC=C1)C(C)C,CNC(=O)OC1=C(C=CC=C1)C(C)C,CNC(=O)OC1=C(C=CC=C1)C(C)C
263248-42-6,CASRN,DTXSID9048776,Zanapezil fumerate,OC(=O)\C=C\C(O)=O.O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1,"O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1,OC(=O)C=CC(O)=O",O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1
26328-04-1,CASRN,DTXSID5046859,Cinepazide maleate,OC(=O)\C=C/C(O)=O.COC1=CC(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)=CC(OC)=C1OC,"COC1=CC(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)=CC(OC)=C1OC,OC(=O)C=CC(O)=O",COC1=CC(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)=CC(OC)=C1OC
2634-33-5,CASRN,DTXSID5032523,"1,2-Benzisothiazolin-3-one",O=C1NSC2=C1C=CC=C2,O=C1NSC2=C1C=CC=C2,O=C1NSC2=C1C=CC=C2
263553-33-9,CASRN,DTXSID6047313,GW473178E methyl benzene sulphonic acid,CC1=CC=C(C=C1)S(O)(=O)=O.CCN(C(C)C)C(=O)C1=CC(OC[C@H](C)NC2=CC=NC=C2)=CC(C)=C1,"CCN(C(C)C)C(=O)C1=CC(C)=CC(OCC(C)NC2=CC=NC=C2)=C1,CC1=CC=C(C=C1)S(O)(=O)=O",CCN(C(C)C)C(=O)C1=CC(C)=CC(OCC(C)NC2=CC=NC=C2)=C1
2638-94-0,CASRN,DTXSID3044629,"4,4'-Diazene-1,2-diylbis(4-cyanopentanoic acid)",CC(CCC(O)=O)(N=NC(C)(CCC(O)=O)C#N)C#N,CC(CCC(O)=O)(N=NC(C)(CCC(O)=O)C#N)C#N,CC(CCC(O)=O)(N=NC(C)(CCC(O)=O)C#N)C#N
2639-63-6,CASRN,DTXSID8047559,Hexyl butyrate,CCCCCCOC(=O)CCC,CCCCCCOC(=O)CCC,CCCCCCOC(=O)CCC
26399-36-0,CASRN,DTXSID2044559,Profluralin,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
26402-26-6,CASRN,DTXSID8042006,Glyceryl monooctanoate,N/A,N/A,N/A
2642-71-9,CASRN,DTXSID5037498,Azinphos-ethyl,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O
2642-82-2,CASRN,DTXSID5041308,"2,2-Bis(4-chlorophenyl)ethanol",OCC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,OCC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,OCC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
26444-49-5,CASRN,DTXSID3024861,Cresyl diphenyl phosphate,"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",N/A,N/A
26447-10-9,CASRN,DTXSID1027899,Ammonium xylene sulfonate,N/A,N/A,N/A
2645-07-0,CASRN,DTXSID8025759,4-Nitrohippuric acid,OC(=O)CNC(=O)C1=CC=C(C=C1)[N+]([O-])=O,OC(=O)CNC(=O)C1=CC=C(C=C1)[N+]([O-])=O,OC(=O)CNC(=O)C1=CC=C(C=C1)[N+]([O-])=O
264618-44-2,CASRN,DTXSID8047341,SSR146977,CN(C)C(=O)NC1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1,CN(C)C(=O)NC1(CCN(CCCC2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)C1=CC=CC=C1,CN(C)C(=O)NC1(CCN(CCCC2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)C1=CC=CC=C1
26471-62-5,CASRN,DTXSID0024341,Toluene diisocyanate,"C*.O=C=NC1=CC(=CC=C1)N=C=O |c:6,8,t:4,lp:2:2,4:1,11:1,13:2,m:1:9.8.6|",N/A,N/A
26472-00-4,CASRN,DTXSID3027902,Methylcyclopentadiene dimer,N/A,N/A,N/A
2648-61-5,CASRN,DTXSID1051939,"2,2-Dichloro-1-phenylethanone",ClC(Cl)C(=O)C1=CC=CC=C1,ClC(Cl)C(=O)C1=CC=CC=C1,ClC(Cl)C(=O)C1=CC=CC=C1
26530-20-1,CASRN,DTXSID1025805,Octhilinone,CCCCCCCCN1SC=CC1=O,CCCCCCCCN1SC=CC1=O,CCCCCCCCN1SC=CC1=O
26538-44-3,CASRN,DTXSID4022315,Zearalanol,C[C@H]1CCC[C@H](O)CCCCCC2=C(C(O)=CC(O)=C2)C(=O)O1,CC1CCCC(O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1,CC1CCCC(O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1
26544-38-7,CASRN,DTXSID8027905,(Tetrapropenyl)succinic anhydride,N/A,N/A,N/A
2654-57-1,CASRN,DTXSID8044412,4-Methyl-1-phenylpyrazolidin-3-one,CC1CN(NC1=O)C1=CC=CC=C1,CC1CN(NC1=O)C1=CC=CC=C1,CC1CN(NC1=O)C1=CC=CC=C1
2657-00-3,CASRN,DTXSID7041178,"6-Diazo-5,6-dihydro-5-oxo1-naphthalenesulfonic acid sodium salt",[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC(=[N+]=[N-])C2=O,[O-]S(=O)(=O)C1=CC=CC2=C1C=CC(=[N+]=[N-])C2=O,OS(=O)(=O)C1=CC=CC2=C1C=CC(=[N+]=N)C2=O
26576-46-5,CASRN,DTXSID7044631,"3-Oxo-N-(2-oxo-2,3-dihydro-1H-benzimidazol-5-yl)butanamide",CC(=O)CC(=O)NC1=CC2=C(NC(=O)N2)C=C1,CC(=O)CC(=O)NC1=CC2=C(NC(=O)N2)C=C1,CC(=O)CC(=O)NC1=CC2=C(NC(=O)N2)C=C1
26576-84-1,CASRN,DTXSID8049258,1-Butyl-2-methylpyridinium bromide,[Br-].CCCC[N+]1=CC=CC=C1C,CCCC[N+]1=CC=CC=C1C,CCCC[N+]1=CC=CC=C1C
26576-85-2,CASRN,DTXSID3049259,1-Butyl-3-methylpyridinium bromide,[Br-].CCCC[N+]1=CC=CC(C)=C1,CCCC[N+]1=CC=CC(C)=C1,CCCC[N+]1=CC=CC(C)=C1
26615-21-4,CASRN,DTXSID9023756,Zotepine,CN(C)CCOC1=CC2=C(SC3=CC=C(Cl)C=C13)C=CC=C2,CN(C)CCOC1=CC2=C(SC3=CC=C(Cl)C=C13)C=CC=C2,CN(C)CCOC1=CC2=C(SC3=CC=C(Cl)C=C13)C=CC=C2
26628-22-8,CASRN,DTXSID8020121,Sodium azide,[Na+].[N-]=[N+]=[N-],N/A,N/A
266359-83-5,CASRN,DTXSID6046509,Reparixin,CC(C)CC1=CC=C(C=C1)[C@@H](C)C(=O)NS(C)(=O)=O,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(C)(=O)=O,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(C)(=O)=O
26644-00-8,CASRN,DTXSID2044632,Dimethyl dihydrogen diphosphate,COP(O)(=O)OP(O)(=O)OC,COP(O)(=O)OP(O)(=O)OC,COP(O)(=O)OP(O)(=O)OC
26644-46-2,CASRN,DTXSID5032654,"N,N'-Bis(1-formamido-2,2,2-trichloroethyl)piperazine",ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl
2664-60-0,CASRN,DTXSID9047883,Dodecylparaben,CCCCCCCCCCCCOC(=O)C1=CC=C(O)C=C1,CCCCCCCCCCCCOC(=O)C1=CC=C(O)C=C1,CCCCCCCCCCCCOC(=O)C1=CC=C(O)C=C1
2664-63-3,CASRN,DTXSID9047960,"4,4'-Thiodiphenol",OC1=CC=C(SC2=CC=C(O)C=C2)C=C1,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1
26675-46-7,CASRN,DTXSID3020752,Isoflurane,FC(F)OC(Cl)C(F)(F)F,FC(F)OC(Cl)C(F)(F)F,FC(F)OC(Cl)C(F)(F)F
2667-89-2,CASRN,DTXSID7048586,Bisbentiamine,CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCOC(=O)C1=CC=CC=C1)SSC(CCOC(=O)C1=CC=CC=C1)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O,CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCOC(=O)C1=CC=CC=C1)SSC(CCOC(=O)C1=CC=CC=C1)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O,CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCOC(=O)C1=CC=CC=C1)SSC(CCOC(=O)C1=CC=CC=C1)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O
2668-66-8,CASRN,DTXSID6045371,Medrysone,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CCC(=O)C=C12,CC1CC2C3CCC(C(C)=O)C3(C)CC(O)C2C2(C)CCC(=O)C=C12,CC1CC2C3CCC(C(C)=O)C3(C)CC(O)C2C2(C)CCC(=O)C=C12
267243-28-7,CASRN,DTXSID8048943,Canertinib,FC1=CC=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1Cl,FC1=CC=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1Cl,FC1=CC=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1Cl
26750-81-2,CASRN,DTXSID4046490,Alibendol,COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O,COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O,COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O
2675-77-6,CASRN,DTXSID2024793,Chloroneb,COC1=CC(Cl)=C(OC)C=C1Cl,COC1=CC(Cl)=C(OC)C=C1Cl,COC1=CC(Cl)=C(OC)C=C1Cl
26761-40-0,CASRN,DTXSID4025082,Diisodecyl phthalate,"C*.C*.CCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCCC |c:16,18,t:14,lp:13:2,15:2,23:2,24:2,m:1:5.6.7.8.9.10.11.12,3:25.26.27.28.29.30.31.32|",N/A,N/A
26780-96-1,CASRN,DTXSID5025071,"1,2-Dihydro-2,2,4-trimethylquinoline, polymer",N/A,N/A,N/A
26786-32-3,CASRN,DTXSID9047833,Lofepramine hydrochloride,Cl.CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1,CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1,CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1
26787-78-0,CASRN,DTXSID3037044,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O
2680-03-07,CASRN,DTXSID0051944,"N,N-Dimethylacrylamide",CN(C)C(=O)C=C,CN(C)C(=O)C=C,CN(C)C(=O)C=C
26807-65-8,CASRN,DTXSID7044633,Indapamide,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
2682-20-4,CASRN,DTXSID2034259,2-Methyl-3(2H)-isothiazolone,CN1SC=CC1=O,CN1SC=CC1=O,CN1SC=CC1=O
26833-87-4,CASRN,DTXSID0045678,Omacetaxine mepesuccinate,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCCC24C=C1OC)C=C1OCOC1=C3,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C2C3=C(CCN4CCCC24C=C1OC)C=C1OCOC1=C3,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C2C3=C(CCN4CCCC24C=C1OC)C=C1OCOC1=C3
2683-43-4,CASRN,DTXSID4041361,"2,4-Dichloro-6-nitroaniline",NC1=C(Cl)C=C(Cl)C=C1[N+]([O-])=O,NC1=C(Cl)C=C(Cl)C=C1[N+]([O-])=O,NC1=C(Cl)C=C(Cl)C=C1[N+]([O-])=O
26839-75-8,CASRN,DTXSID4023674,(S)-Timolol,CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1
26842-43-3,CASRN,DTXSID7044899,"2-Amino-2,4-dimethylpentanenitrile",CC(C)CC(C)(N)C#N,CC(C)CC(C)(N)C#N,CC(C)CC(C)(N)C#N
26864-56-2,CASRN,DTXSID5049021,Penfluridol,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F
2687-25-4,CASRN,DTXSID4027494,"2,3-Diaminotoluene",CC1=C(N)C(N)=CC=C1,CC1=C(N)C(N)=CC=C1,CC1=C(N)C(N)=CC=C1
2687-91-4,CASRN,DTXSID3044413,1-Ethyl-2-pyrrolidinone,CCN1CCCC1=O,CCN1CCCC1=O,CCN1CCCC1=O
2687-94-7,CASRN,DTXSID4036435,1-Octyl-2-pyrrolidone,CCCCCCCCN1CCCC1=O,CCCCCCCCN1CCCC1=O,CCCCCCCCN1CCCC1=O
2687-96-9,CASRN,DTXSID4042206,1-Dodecyl-2-pyrrolidinone,CCCCCCCCCCCCN1CCCC1=O,CCCCCCCCCCCCN1CCCC1=O,CCCCCCCCCCCCN1CCCC1=O
26896-20-8,CASRN,DTXSID7027916,Neodecanoic acid,N/A,N/A,N/A
26896-48-0,CASRN,DTXSID9044900,Tricyclodecanedimethanol,N/A,N/A,N/A
26921-17-5,CASRN,DTXSID3047504,Timolol maleate salt,OC(=O)\C=C/C(O)=O.CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1,"CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,OC(=O)C=CC(O)=O",CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1
2693-46-1,CASRN,DTXSID2049260,3-Aminofluoranthene,NC1=CC=C2C3=CC=CC=C3C3=C2C1=CC=C3,NC1=CC=C2C3=CC=CC=C3C3=C2C1=CC=C3,NC1=CC=C2C3=CC=CC=C3C3=C2C1=CC=C3
2694-54-4,CASRN,DTXSID4044901,Triallyl trimellitate,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C
2695-37-6,CASRN,DTXSID7044635,Sodium 4-vinylbenzenesulfonate,[Na+].[O-]S(=O)(=O)C1=CC=C(C=C)C=C1,OS(=O)(=O)C1=CC=C(C=C)C=C1,OS(=O)(=O)C1=CC=C(C=C)C=C1
2696-84-6,CASRN,DTXSID5048180,4-Propylaniline,CCCC1=CC=C(N)C=C1,CCCC1=CC=C(N)C=C1,CCCC1=CC=C(N)C=C1
26982-21-8,CASRN,DTXSID0049020,Poly-L-ornithine hydrochloride,N/A,N/A,N/A
27007-85-8,CASRN,DTXSID4023593,Spiclomazine hydrochloride,Cl.ClC1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCC3(CC2)NC(=O)CS3)C=C1,ClC1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCC3(CC2)NC(=O)CS3)C=C1,ClC1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCC3(CC2)NC(=O)CS3)C=C1
27025-41-8,CASRN,DTXSID5048972,Oxiglutatione,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
2702-72-9,CASRN,DTXSID4027496,"2,4-D sodium salt",[Na+].[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,OC(=O)COC1=C(Cl)C=C(Cl)C=C1
2705-87-5,CASRN,DTXSID8044755,Prop-2-en-1-yl 3-cyclohexylpropanoate,C=CCOC(=O)CCC1CCCCC1,C=CCOC(=O)CCC1CCCCC1,C=CCOC(=O)CCC1CCCCC1
27060-75-9,CASRN,DTXSID1029338,1-Bromo-4-methoxy-2-methylbenzene,COC1=CC=C(Br)C(C)=C1,COC1=CC=C(Br)C(C)=C1,COC1=CC=C(Br)C(C)=C1
27072-45-3,CASRN,DTXSID4049408,Fluorescein 5(6)-isothiocyanate,"OC1=CC2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C=C(O)C=C1.*N=C=S |c:3,5,14,20,27,t:1,12,16,24,lp:0:2,8:2,10:2,19:2,22:2,26:1,28:2,m:25:14.13|",N/A,N/A
27090-63-7,CASRN,DTXSID1027920,"N,N,N',N'-Tetrabutyl-1,6-hexanediamine",CCCCN(CCCC)CCCCCCN(CCCC)CCCC,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,CCCCN(CCCC)CCCCCCN(CCCC)CCCC
27138-31-4,CASRN,DTXSID6027921,"Dipropylene glycol, dibenzoate","C*.C*.O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1 |c:15,17,22,24,t:13,20,lp:4:2,6:2,9:2,12:2,14:2,m:1:10.11,3:7.8|",N/A,N/A
27176-87-0,CASRN,DTXSID6027923,Dodecylbenzenesulfonic acid,"CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:13:2,15:2,16:2,m:12:22.21.20|",N/A,N/A
27178-16-1,CASRN,DTXSID1027924,Diisodecyl hexanedioate,"C*.C*.CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCC |lp:13:2,15:2,21:2,22:2,m:1:23.24.25.26.27.28.29.30,3:12.11.10.9.8.7.6.5|",N/A,N/A
271-89-6,CASRN,DTXSID6020141,"2,3-Benzofuran",O1C=CC2=C1C=CC=C2,O1C=CC2=C1C=CC=C2,O1C=CC2=C1C=CC=C2
27193-28-8,CASRN,DTXSID6027925,"(1,1,3,3-Tetramethylbutyl)phenol","CC(C)(C)CC(C)(C)C1=CC=CC=C1.O* |c:10,12,t:8,lp:14:2,m:15:13.12.11|",N/A,N/A
27193-86-8,CASRN,DTXSID1027926,Dodecylphenol,"CCCCCCCCCCCC*.OC1=CC=CC=C1 |c:15,17,t:13,lp:13:2,m:12:15.16.17|",N/A,N/A
27199-40-2,CASRN,DTXSID6045117,Pifexole,ClC1=C(C=CC=C1)C1=NC(=NO1)C1=CC=NC=C1,ClC1=C(C=CC=C1)C1=NC(=NO1)C1=CC=NC=C1,ClC1=C(C=CC=C1)C1=NC(=NO1)C1=CC=NC=C1
272451-65-7,CASRN,DTXSID4047672,Flubendiamide,CC1=CC(=CC=C1NC(=O)C1=CC=CC(I)=C1C(=O)NC(C)(C)CS(C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,CC1=CC(=CC=C1NC(=O)C1=CC=CC(I)=C1C(=O)NC(C)(C)CS(C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,CC1=CC(=CC=C1NC(=O)C1=CC=CC(I)=C1C(=O)NC(C)(C)CS(C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F
27247-96-7,CASRN,DTXSID1027928,2-Ethylhexyl nitrate,CCCCC(CC)CO[N+]([O-])=O,CCCCC(CC)CO[N+]([O-])=O,CCCCC(CC)CO[N+]([O-])=O
27253-29-8,CASRN,DTXSID4047040,Zinc neodecanoate,N/A,N/A,N/A
27253-33-4,CASRN,DTXSID9044902,Calcium neodecanoate,N/A,N/A,N/A
27262-48-2,CASRN,DTXSID9046071,Levobupivacaine hydrochloride,Cl.CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
27306-78-1,CASRN,DTXSID1040611,"3-Oxa-2,4-disilaheptan-1-ol, 2,2,4-trimethyl-4-(trimethylsiloxy)-, monoether with polyethylene glycol","COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C |lp:1:2,4:2,10:2,15:2,Sg:n:3,2,1::ht|",N/A,N/A
27314-13-2,CASRN,DTXSID8024234,Norflurazon,CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,CN=C1C=NN(C2=CC=CC(=C2)C(F)(F)F)C(=O)C1Cl,CN=C1C=NN(C2=CC=CC(=C2)C(F)(F)F)C(=O)C1Cl
27323-41-7,CASRN,DTXSID5027932,Dodecylbenzene sulfonate triethanolamine(1:1),N/A,N/A,N/A
27344-41-8,CASRN,DTXSID6036467,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S([O-])(=O)=O)C=C1,OS(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S(O)(=O)=O)C=C1,OS(=O)(=O)C1=CC=CC=C1C=CC1=CC=C(C=C1)C1=CC=C(C=CC2=CC=CC=C2S(O)(=O)=O)C=C1
2735-04-08,CASRN,DTXSID7043829,"2,4-Dimethoxyaniline",COC1=CC=C(N)C(OC)=C1,COC1=CC=C(N)C(OC)=C1,COC1=CC=C(N)C(OC)=C1
2740-04-07,CASRN,DTXSID1046841,Dimefline hydrochloride,Cl.COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(O2)C1=CC=CC=C1,COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(O2)C1=CC=CC=C1,COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(O2)C1=CC=CC=C1
